,GEOGRAPHY_CODE,1 person in household,2 people in household,3 people in household,4 people in household,5 people in household,6 people in household,7 people in household,8 or more people in household,Total: All households
119,E02000124,0.309375,0.30649038461538464,0.17596153846153847,0.14302884615384615,0.04375,0.011538461538461539,0.005048076923076923,0.004807692307692308,1
120,E02000125,0.2998477929984779,0.271689497716895,0.19051243023845763,0.14789446981227802,0.057584982242516486,0.015728056823947234,0.00684931506849315,0.00989345509893455,1
121,E02000126,0.37298091042584436,0.26666666666666666,0.14713656387665197,0.10748898678414097,0.055212922173274594,0.028781204111600588,0.01145374449339207,0.010279001468428781,1
122,E02000127,0.30435931307793923,0.2731836195508586,0.19920739762219286,0.14108322324966974,0.05891677675033025,0.0166446499339498,0.003963011889035667,0.002642007926023778,1
123,E02000128,0.25334639242572643,0.32092719555990856,0.20437479595168137,0.16030035912504081,0.04603330068560235,0.009467841984982043,0.0039177277179236044,0.001632386549134835,1
124,E02000130,0.3132332878581173,0.33315143246930423,0.16534788540245565,0.1383356070941337,0.0373806275579809,0.009822646657571623,0.0016371077762619372,0.001091405184174625,1
125,E02000131,0.3701657458563536,0.35872138910812945,0.15173638516179952,0.08681925808997633,0.02367797947908445,0.004932912391475927,0.002565114443567482,0.0013812154696132596,1
126,E02000132,0.4125859975718333,0.3405503844597329,0.13901254552812625,0.08053419668150547,0.018818292189397005,0.005868069607446378,0.0024281667341157424,0.00020234722784297855,1
127,E02000133,0.25017325017325015,0.34673134673134676,0.16816816816816818,0.17902517902517903,0.04527604527604528,0.007623007623007623,0.001848001848001848,0.001155001155001155,1
128,E02000134,0.3471698113207547,0.32943396226415095,0.15867924528301885,0.12169811320754717,0.03226415094339623,0.007924528301886792,0.0013207547169811322,0.0015094339622641509,1
129,E02000135,0.37812288993923027,0.299797434166104,0.1679045689849201,0.09633130767499437,0.03623677695250956,0.013954535223947783,0.006527121314427189,0.0011253657438667567,1
130,E02000136,0.2901960784313726,0.31328976034858386,0.17167755991285402,0.1485838779956427,0.05708061002178649,0.011328976034858388,0.006100217864923747,0.0017429193899782135,1
131,E02000137,0.33151878062057705,0.33206314643440393,0.15841045182362548,0.13037561241154055,0.03483941208492107,0.008165487207403375,0.00326619488296135,0.0013609145345672292,1
132,E02000138,0.3863251993235081,0.3476685189659338,0.1425465088185552,0.0903599903358299,0.023677216719014255,0.0067649190625755015,0.0012080212611741967,0.001449625513409036,1
133,E02000139,0.3143893591293833,0.31680773881499397,0.17623941958887546,0.1466142684401451,0.03536880290205562,0.007557436517533253,0.002116082224909311,0.0009068923821039903,1
134,E02000140,0.2960743182499251,0.239736290080911,0.20167815403056638,0.15882529217860353,0.06892418339826191,0.020377584656877435,0.008990110878034162,0.005394066526820497,1
135,E02000141,0.3112261404076351,0.30799094144289874,0.18990617923002265,0.14364283403429312,0.033646069233257844,0.008087997411840828,0.0042057586541572305,0.0012940795858945326,1
136,E02000142,0.25992465951898003,0.2984642132715155,0.18893074471167778,0.1909591422776007,0.04839177050130397,0.010721529991306867,0.0011590843233845263,0.0014488554042306578,1
137,E02000144,0.3010204081632653,0.3205009276437848,0.18692022263450836,0.14981447124304267,0.031771799628942485,0.007189239332096475,0.0016233766233766235,0.0011595547309833025,1
138,E02000145,0.2963279248505551,0.2772559066325078,0.18531169940222034,0.1537147736976943,0.05607742670082551,0.02049530315969257,0.0062624537432393965,0.004554511813265016,1
139,E02000146,0.30774944293141865,0.28719980193117106,0.20054468927952462,0.15895023520673435,0.03664273334983907,0.007179995048279277,0.0002475860361475613,0.0014855162168853676,1
140,E02000147,0.2465277777777778,0.30997474747474746,0.16319444444444445,0.1976010101010101,0.06218434343434343,0.015467171717171718,0.0031565656565656565,0.001893939393939394,1
141,E02000148,0.24916697519437245,0.32839689004072564,0.17475009255831173,0.19326175490559053,0.041836356904850054,0.008885597926693817,0.00259163272861903,0.0011106997408367272,1
142,E02000149,0.27344701583434833,0.30724725943970765,0.1866626065773447,0.16321559074299635,0.0438489646772229,0.018574908647990256,0.004263093788063338,0.0027405602923264312,1
143,E02000150,0.2098844672657253,0.2827342747111682,0.20539152759948653,0.2233632862644416,0.06097560975609756,0.014441591784338896,0.0016046213093709885,0.0016046213093709885,1
144,E02000151,0.21661621257988564,0.3417423477968382,0.1927346115035318,0.19576185671039353,0.04036326942482341,0.010763538513286243,0.0010090817356205853,0.0010090817356205853,1
145,E02000152,0.26647286821705424,0.268733850129199,0.2054263565891473,0.1821705426356589,0.05329457364341085,0.016472868217054265,0.005490956072351421,0.001937984496124031,1
146,E02000153,0.1781767955801105,0.28556629834254144,0.19820441988950277,0.25828729281767954,0.06146408839779006,0.013812154696132596,0.0027624309392265192,0.0017265193370165745,1
147,E02000154,0.2790372236216065,0.3316540722082284,0.18583823117828155,0.15141337811363,0.037223621606493146,0.010355443604813882,0.003638399104394067,0.0008396305625524769,1
148,E02000155,0.2957236842105263,0.3430921052631579,0.1723684210526316,0.12269736842105264,0.04375,0.01644736842105263,0.0029605263157894738,0.0029605263157894738,1
149,E02000156,0.24573308657207485,0.3271643018712729,0.17293851531976145,0.19041743779559941,0.05038042360682706,0.009664815957228049,0.0028788813489615465,0.0008225375282747275,1
150,E02000157,0.2232387923147301,0.33272339127782863,0.19274168953949375,0.19030192131747484,0.04696553827386398,0.010673985971332723,0.0027447392497712718,0.000609942055504727,1
151,E02000158,0.23589574397888485,0.3319036621577037,0.19003629165291983,0.15275486638073243,0.06433520290333224,0.01583635763774332,0.006928406466512702,0.0023094688221709007,1
152,E02000159,0.23431407302375043,0.3452676355902162,0.1804324707550514,0.17086139666784828,0.05069124423963134,0.014179369018078695,0.0021269053527118043,0.0021269053527118043,1
153,E02000160,0.21597633136094674,0.31328073635765946,0.1863905325443787,0.20578566732412887,0.06180144641683103,0.013149243918474688,0.0023011176857330702,0.0013149243918474688,1
154,E02000161,0.22142429682824655,0.317474566128067,0.19239976062238182,0.21095152603231598,0.04518252543387193,0.010472770795930581,0.002094554159186116,0.0,1
155,E02000162,0.3144399460188934,0.2968960863697706,0.1632928475033738,0.1683535762483131,0.04116059379217274,0.012145748987854251,0.003036437246963563,0.0006747638326585695,1
156,E02000163,0.23932181284642973,0.34235409194652755,0.17476361265079882,0.18128464297358982,0.04108249103358331,0.015324421258558853,0.004238669709814151,0.0016302575806977503,1
157,E02000165,0.20656934306569344,0.35,0.18248175182481752,0.17554744525547444,0.061313868613138686,0.01970802919708029,0.0036496350364963502,0.00072992700729927,1
158,E02000166,0.3523697380041213,0.31733882837798055,0.1521931115690315,0.11186340889019723,0.04032970267883427,0.014718869590815425,0.005004415660877244,0.0061819252281424784,1
159,E02000167,0.37740883486510524,0.33857100504002374,0.12273940112659354,0.11384524162466647,0.03557663800770827,0.009190631485324638,0.0020753038837829827,0.0005929439667951378,1
160,E02000168,0.3593705293276109,0.31244635193133047,0.1585121602288984,0.11731044349070101,0.03690987124463519,0.010586552217453506,0.0031473533619456365,0.0017167381974248926,1
161,E02000169,0.29015201586252476,0.33212161269001983,0.17349636483807007,0.14573694646397886,0.044282881692002646,0.011566424322538004,0.0019828155981493722,0.0006609385327164573,1
162,E02000170,0.33429561200923785,0.33169745958429564,0.15242494226327943,0.1226905311778291,0.03897228637413395,0.012413394919168591,0.0037528868360277136,0.0037528868360277136,1
163,E02000171,0.36295406784749323,0.32752927048934255,0.13839687781447013,0.107475232662864,0.047132993095166616,0.009606724707295107,0.002701891323926749,0.004202942059441609,1
164,E02000172,0.35985130111524166,0.26889714993804215,0.16183395291201982,0.11970260223048328,0.05204460966542751,0.024039653035935565,0.0076827757125154895,0.005947955390334572,1
165,E02000173,0.40731219651528133,0.29620108540417023,0.13853184804341617,0.10882604970008569,0.03598971722365039,0.007140816909454442,0.002570694087403599,0.003427592116538132,1
